1,0.023608
1,0.320132
1,0.549907
1,0.489711
1,0.460666
1,0.121319
1,0.557488
1,0.591441
1,0.352300
1,0.431855
2,0.266982
2,0.297515
2,0.545843
2,0.499621
2,0.220717
2,0.732737
2,0.605372
2,0.484514
2,0.479595
2,0.487767
5,0.434051
5,0.480128
5,0.496229
5,0.431302
5,0.294075
5,0.545519
5,0.333007
5,0.503114
5,0.374798
5,0.625288
10,0.546578
10,0.529873
10,0.618264
10,0.669351
10,0.637593
10,0.573753
10,0.713431
10,0.754317
10,0.654773
10,0.709631
22,0.791700
22,0.781806
22,0.538644
22,0.720832
22,0.655815
22,0.690949
22,0.680492
22,0.767517
22,0.812607
22,0.543852
46,0.838105
46,0.558973
46,0.698186
46,0.587166
46,0.620179
46,0.723602
46,0.733694
46,0.782561
46,0.658882
46,0.802108
100,0.736147
100,0.786782
100,0.539567
100,0.733228
100,0.726792
100,0.665079
100,0.849058
100,0.759336
100,0.694187
100,0.797218
215,0.867926
215,0.685926
215,0.834757
215,0.648191
215,0.795066
215,0.831238
215,0.782218
215,0.714383
215,0.823610
215,0.785874
464,0.888826
464,0.919269
464,0.846725
464,0.794000
464,0.742764
464,0.829519
464,0.903026
464,0.748745
464,0.716106
464,0.867636
1000,0.841342
1000,0.842185
1000,0.858025
1000,0.784514
1000,0.815408
1000,0.735061
1000,0.790882
1000,0.814418
1000,0.777182
1000,0.790793
